Log_ID,Server_ID,Server_Cluster,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Station,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Admin_Email,Admin_Phone,Uptime_Pct,Is_Healthy
Station2_LOG00050,SRV078,CL-1,2025-08-01 00:04:00,74.69,62.97,79.31,2.29,23.35,108.21,1.35,Station2,host-078,10.0.59.148,Linux,Singapore,George,george@xyzcorp.com,+1-202-749-4405,98.76779846659365,True
Station2_LOG00051,SRV028,CL-2,2025-08-02 09:02:00,49.63,73.63,40.61,17.39,6.67,974.5,5.86,Station2,host-028,10.0.151.99,Linux,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.40226039414092,True
Station2_LOG00052,SRV006,CL-4,2025-08-02 17:09:00,62.48,35.2,62.64,6.6,17.88,521.2,6.35,Station2,host-006,10.0.232.230,Windows,Mumbai,Alice,alice@xyzcorp.com,+1-202-531-6896,98.796322623448,True
Station2_LOG00053,SRV066,CL-9,2025-08-01 08:09:00,46.59,43.01,70.75,23.69,6.3,861.5,3.88,Station2,host-066,10.0.248.134,Linux,Frankfurt,Bob,bob@xyzcorp.com,+1-202-691-4215,99.55164205320206,True
Station2_LOG00054,SRV046,CL-7,2025-08-01 08:24:00,56.99,72.27,25.07,5.59,9.27,627.91,5.32,Station2,host-046,10.0.23.82,Linux,New York,George,george@xyzcorp.com,+1-202-749-4405,99.15986292500355,True
Station2_LOG00055,SRV019,CL-2,2025-08-02 13:11:00,92.43,43.2,26.21,6.37,16.39,257.46,0.86,Station2,host-019,10.0.37.201,Linux,Frankfurt,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.6670795912047,False
Station2_LOG00056,SRV082,CL-10,2025-08-01 10:15:00,43.53,20.51,50.64,19.38,6.03,644.78,0.09,Station2,host-082,10.0.237.227,Windows,New York,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.98604369872997,True
Station2_LOG00057,SRV023,CL-1,2025-08-01 12:33:00,48.62,46.86,61.02,11.8,10.91,426.82,8.6,Station2,host-023,10.0.60.118,Windows,Singapore,Diana,diana@xyzcorp.com,+1-202-789-3073,98.02489550319231,True
Station2_LOG00058,SRV071,CL-2,2025-08-01 21:23:00,23.36,67.88,22.39,1.41,8.28,446.32,3.28,Station2,host-071,10.0.214.19,Linux,Frankfurt,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.27046263345196,True
Station2_LOG00059,SRV073,CL-3,2025-08-01 00:44:00,20.35,37.4,53.59,3.6,18.93,772.42,9.92,Station2,host-073,10.0.191.2,Linux,New York,George,george@xyzcorp.com,+1-202-749-4405,98.73200910090243,True
Station2_LOG00060,SRV019,CL-2,2025-08-02 01:09:00,10.23,22.97,79.07,28.47,11.95,981.55,4.7,Station2,host-019,10.0.37.201,Linux,Frankfurt,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.52344740177439,True
Station2_LOG00061,SRV089,CL-1,2025-08-01 23:01:00,88.13,87.32,31.93,20.9,3.04,315.46,7.82,Station2,host-089,10.0.225.14,Windows,Frankfurt,Hannah,hannah@xyzcorp.com,+1-202-151-5538,97.58104429596635,False
Station2_LOG00062,SRV006,CL-4,2025-08-02 13:21:00,46.52,25.71,49.44,5.61,9.82,698.75,3.72,Station2,host-006,10.0.232.230,Windows,Mumbai,Alice,alice@xyzcorp.com,+1-202-531-6896,99.47044001879082,True
Station2_LOG00063,SRV017,CL-6,2025-08-02 14:48:00,40.82,55.04,66.22,15.15,11.78,606.14,5.94,Station2,host-017,10.0.188.240,Windows,Mumbai,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.02953862240228,True
Station2_LOG00064,SRV029,CL-2,2025-08-01 15:11:00,52.87,63.49,42.47,11.22,11.58,404.41,7.79,Station2,host-029,10.0.94.201,Windows,Mumbai,George,george@xyzcorp.com,+1-202-749-4405,98.11014070839398,True
Station2_LOG00065,SRV019,CL-2,2025-08-01 04:51:00,91.19,55.04,41.96,17.72,17.16,373.07,6.14,Station2,host-019,10.0.37.201,Linux,Frankfurt,Charlie,charlie@xyzcorp.com,+1-202-817-1167,98.38084438701512,False
Station2_LOG00066,SRV006,CL-4,2025-08-01 01:40:00,34.45,51.68,48.42,21.92,2.56,466.13,2.27,Station2,host-006,10.0.232.230,Windows,Mumbai,Alice,alice@xyzcorp.com,+1-202-531-6896,99.51537147736977,True
Station2_LOG00067,SRV074,CL-3,2025-08-02 12:03:00,53.46,88.65,57.44,29.6,6.03,340.6,4.62,Station2,host-074,10.0.246.17,Windows,New York,Hannah,hannah@xyzcorp.com,+1-202-151-5538,98.66172295927235,False
Station2_LOG00068,SRV096,CL-4,2025-08-01 22:33:00,14.7,61.71,29.41,5.17,17.52,943.96,7.86,Station2,host-096,10.0.247.66,Windows,Frankfurt,Diana,diana@xyzcorp.com,+1-202-789-3073,99.17421361181736,True
Station2_LOG00069,SRV019,CL-2,2025-08-01 09:30:00,65.25,47.83,29.35,19.74,22.6,846.56,8.92,Station2,host-019,10.0.37.201,Linux,Frankfurt,Charlie,charlie@xyzcorp.com,+1-202-817-1167,98.95731051573387,True
Station2_LOG00070,SRV029,CL-2,2025-08-02 07:43:00,48.35,77.4,16.91,16.42,23.6,814.08,2.06,Station2,host-029,10.0.94.201,Windows,Mumbai,George,george@xyzcorp.com,+1-202-749-4405,99.74759232484624,True
Station2_LOG00071,SRV081,CL-4,2025-08-01 16:33:00,55.0,57.69,75.17,21.09,9.04,793.31,5.29,Station2,host-081,10.0.91.217,Windows,London,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.33759078387178,True
Station2_LOG00072,SRV081,CL-4,2025-08-02 15:20:00,37.83,27.08,29.11,15.98,11.03,612.93,3.66,Station2,host-081,10.0.91.217,Windows,London,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.40641268914514,True
Station2_LOG00073,SRV056,CL-4,2025-08-02 23:42:00,47.92,84.15,21.02,7.81,6.71,479.31,4.25,Station2,host-056,10.0.140.244,Windows,New York,George,george@xyzcorp.com,+1-202-749-4405,99.1211018281082,False
Station2_LOG00074,SRV023,CL-1,2025-08-02 18:19:00,66.37,54.3,68.49,6.9,19.71,793.03,7.26,Station2,host-023,10.0.60.118,Windows,Singapore,Diana,diana@xyzcorp.com,+1-202-789-3073,99.09282884954204,True
Station2_LOG00075,SRV011,CL-7,2025-08-01 16:37:00,89.25,34.73,59.08,18.6,17.25,908.56,4.99,Station2,host-011,10.0.220.226,Windows,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.45377921296043,False
Station2_LOG00076,SRV012,CL-3,2025-08-02 05:58:00,51.7,49.19,12.06,15.35,5.71,790.0,0.18,Station2,host-012,10.0.183.117,Windows,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.97722038016656,True
Station2_LOG00077,SRV017,CL-6,2025-08-02 12:25:00,87.69,48.97,5.17,5.1,13.1,839.81,1.98,Station2,host-017,10.0.188.240,Windows,Mumbai,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.76478694211146,False
Station2_LOG00078,SRV027,CL-7,2025-08-02 13:38:00,80.78,53.09,27.87,21.36,5.43,870.98,1.94,Station2,host-027,10.0.70.125,Linux,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.77775741190487,False
Station2_LOG00079,SRV017,CL-6,2025-08-02 02:09:00,93.69,65.06,49.52,28.96,4.15,842.62,8.63,Station2,host-017,10.0.188.240,Windows,Mumbai,Ethan,ethan@xyzcorp.com,+1-202-853-1213,98.98619676945668,False
Station2_LOG00080,SRV067,CL-5,2025-08-01 22:27:00,37.3,22.42,33.12,22.85,1.67,367.3,4.54,Station2,host-067,10.0.93.42,Linux,Mumbai,Hannah,hannah@xyzcorp.com,+1-202-151-5538,98.77904475043029,True
Station2_LOG00081,SRV056,CL-4,2025-08-02 10:44:00,10.89,64.76,51.26,20.07,10.73,487.32,4.33,Station2,host-056,10.0.140.244,Windows,New York,George,george@xyzcorp.com,+1-202-749-4405,99.11929217939591,True
Station2_LOG00082,SRV086,CL-4,2025-08-02 03:30:00,12.56,38.0,41.96,24.52,22.91,576.9,2.06,Station2,host-086,10.0.41.192,Linux,New York,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.64418958131823,True
Station2_LOG00083,SRV071,CL-2,2025-08-01 21:07:00,10.35,38.8,37.23,11.9,8.67,505.25,8.49,Station2,host-071,10.0.214.19,Linux,Frankfurt,Hannah,hannah@xyzcorp.com,+1-202-151-5538,98.34741308833262,True
Station2_LOG00084,SRV035,CL-6,2025-08-01 20:23:00,62.21,21.78,64.36,15.59,22.73,518.0,0.62,Station2,host-035,10.0.136.46,Windows,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.88045196868612,True
Station2_LOG00085,SRV071,CL-2,2025-08-02 10:31:00,76.0,78.76,31.38,28.22,13.23,975.28,1.26,Station2,host-071,10.0.214.19,Linux,Frankfurt,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.87097302721854,True
Station2_LOG00086,SRV070,CL-1,2025-08-02 16:17:00,13.78,40.84,46.95,22.54,13.1,397.6,0.47,Station2,host-070,10.0.46.35,Linux,Singapore,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.8819303137639,True
Station2_LOG00087,SRV097,CL-3,2025-08-01 00:19:00,66.71,74.87,59.03,4.94,20.58,480.13,9.08,Station2,host-097,10.0.44.225,Linux,New York,Diana,diana@xyzcorp.com,+1-202-789-3073,98.14394636250282,True
Station2_LOG00088,SRV034,CL-6,2025-08-02 15:56:00,32.99,49.08,32.1,2.72,11.66,759.55,2.94,Station2,host-034,10.0.70.112,Linux,Singapore,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.61442117273668,True
Station2_LOG00089,SRV074,CL-3,2025-08-02 13:31:00,40.78,33.0,44.54,23.41,6.94,600.93,9.44,Station2,host-074,10.0.246.17,Windows,New York,Hannah,hannah@xyzcorp.com,+1-202-151-5538,98.4533971197798,True
Station2_LOG00090,SRV028,CL-2,2025-08-02 19:12:00,27.36,48.91,22.84,9.97,21.54,742.87,7.88,Station2,host-028,10.0.151.99,Linux,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,98.95038295038296,True
Station2_LOG00091,SRV084,CL-9,2025-08-01 01:26:00,89.15,50.34,46.44,12.13,23.59,735.26,6.79,Station2,host-084,10.0.44.81,Windows,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.08496732026144,False
Station2_LOG00092,SRV034,CL-6,2025-08-01 19:05:00,91.95,26.15,77.33,25.67,15.69,824.17,7.36,Station2,host-034,10.0.70.112,Linux,Singapore,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.11488461029668,False
Station2_LOG00093,SRV078,CL-1,2025-08-01 19:18:00,66.46,48.56,32.32,5.62,16.28,808.14,6.01,Station2,host-078,10.0.59.148,Linux,Singapore,George,george@xyzcorp.com,+1-202-749-4405,99.26180679236013,True
Station2_LOG00094,SRV094,CL-8,2025-08-02 16:19:00,37.63,71.29,29.93,23.1,21.0,930.47,7.61,Station2,host-094,10.0.160.175,Linux,Singapore,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.18876854852464,True
Station2_LOG00095,SRV050,CL-1,2025-08-01 00:24:00,24.82,21.72,17.34,10.91,8.77,968.16,1.69,Station2,host-050,10.0.187.128,Linux,Singapore,Alice,alice@xyzcorp.com,+1-202-531-6896,99.82574624942,True
Station2_LOG00096,SRV084,CL-9,2025-08-02 20:21:00,30.8,22.88,14.91,15.0,4.89,451.38,1.01,Station2,host-084,10.0.44.81,Windows,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.77674130727911,True
Station2_LOG00097,SRV029,CL-2,2025-08-02 03:56:00,79.66,55.04,72.87,12.22,9.4,365.62,5.3,Station2,host-029,10.0.94.201,Windows,Mumbai,George,george@xyzcorp.com,+1-202-749-4405,98.57112045724145,True
Station2_LOG00098,SRV056,CL-4,2025-08-02 22:41:00,37.74,55.0,12.84,5.4,14.0,165.4,2.34,Station2,host-056,10.0.140.244,Windows,New York,George,george@xyzcorp.com,+1-202-749-4405,98.60498390366043,True
Station2_LOG00099,SRV017,CL-6,2025-08-01 03:58:00,30.03,22.0,17.77,23.77,1.55,368.73,7.31,Station2,host-017,10.0.188.240,Windows,Mumbai,Ethan,ethan@xyzcorp.com,+1-202-853-1213,98.05605786618445,True
Station2_LOG00100,SRV008,CL-1,2025-08-01 07:49:00,79.23,33.02,26.36,23.59,21.2,856.36,4.9,Station2,host-008,10.0.121.33,Linux,New York,Bob,bob@xyzcorp.com,+1-202-691-4215,99.43106611243991,True
Station2_LOG00101,SRV008,CL-1,2025-08-01 09:03:00,77.47,24.86,56.04,11.57,7.86,737.99,2.11,Station2,host-008,10.0.121.33,Linux,New York,Bob,bob@xyzcorp.com,+1-202-691-4215,99.71490339143358,True
Station2_LOG00102,SRV026,CL-2,2025-08-01 21:51:00,17.45,85.67,16.26,12.78,1.46,532.49,5.57,Station2,host-026,10.0.46.172,Linux,Frankfurt,Charlie,charlie@xyzcorp.com,+1-202-817-1167,98.9647994647437,False
Station2_LOG00103,SRV026,CL-2,2025-08-01 16:34:00,10.18,84.74,61.6,21.68,7.16,339.68,9.08,Station2,host-026,10.0.46.172,Linux,Frankfurt,Charlie,charlie@xyzcorp.com,+1-202-817-1167,97.39649042321368,False
Station2_LOG00104,SRV027,CL-7,2025-08-01 22:50:00,23.76,57.18,65.28,29.34,12.04,578.68,4.66,Station2,host-027,10.0.70.125,Linux,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.20115198683445,True
Station2_LOG00105,SRV017,CL-6,2025-08-02 00:35:00,22.51,46.43,71.85,26.85,0.69,915.23,5.29,Station2,host-017,10.0.188.240,Windows,Mumbai,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.42532481640812,True
Station2_LOG00106,SRV028,CL-2,2025-08-01 23:53:00,53.03,55.04,7.49,20.23,8.26,384.11,8.52,Station2,host-028,10.0.151.99,Linux,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,97.83001808318265,True
Station2_LOG00107,SRV073,CL-3,2025-08-02 11:17:00,60.87,55.04,68.2,1.98,6.88,264.72,1.62,Station2,host-073,10.0.191.2,Linux,New York,George,george@xyzcorp.com,+1-202-749-4405,99.3917548997522,True
Station2_LOG00108,SRV019,CL-2,2025-08-01 18:58:00,69.2,58.38,76.82,5.52,16.52,278.0,0.78,Station2,host-019,10.0.37.201,Linux,Frankfurt,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.72020948418108,True
Station2_LOG00109,SRV014,CL-10,2025-08-02 08:41:00,45.78,21.31,43.49,21.33,9.59,824.16,0.05,Station2,host-014,10.0.7.78,Windows,Mumbai,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.99393358488734,True
Station2_LOG00110,SRV006,CL-4,2025-08-02 18:18:00,53.67,55.04,27.58,23.28,0.85,784.25,2.96,Station2,host-006,10.0.232.230,Windows,Mumbai,Alice,alice@xyzcorp.com,+1-202-531-6896,99.62398851640603,True
Station2_LOG00111,SRV078,CL-1,2025-08-01 12:08:00,55.73,66.23,41.24,16.04,23.6,671.35,1.55,Station2,host-078,10.0.59.148,Linux,Singapore,George,george@xyzcorp.com,+1-202-749-4405,99.76965373755388,True
Station2_LOG00112,SRV006,CL-4,2025-08-02 11:35:00,57.23,58.16,28.82,0.54,14.56,673.24,8.06,Station2,host-006,10.0.232.230,Windows,Mumbai,Alice,alice@xyzcorp.com,+1-202-531-6896,98.8169675620138,True
Station2_LOG00113,SRV097,CL-3,2025-08-01 23:16:00,16.76,59.38,22.67,13.4,15.36,695.45,8.48,Station2,host-097,10.0.44.225,Linux,New York,Diana,diana@xyzcorp.com,+1-202-789-3073,98.79533476339977,True
Station2_LOG00114,SRV084,CL-9,2025-08-02 11:53:00,91.81,55.04,40.89,14.15,18.86,244.23,1.14,Station2,host-084,10.0.44.81,Windows,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.53539552512532,False
Station2_LOG00115,SRV067,CL-5,2025-08-01 06:24:00,52.48,20.57,41.96,18.52,23.5,814.49,2.59,Station2,host-067,10.0.93.42,Linux,Mumbai,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.68301757477848,True
Station2_LOG00116,SRV029,CL-2,2025-08-02 01:18:00,29.99,67.48,20.11,25.89,1.97,665.56,8.0,Station2,host-029,10.0.94.201,Windows,Mumbai,George,george@xyzcorp.com,+1-202-749-4405,98.812281014312,True
Station2_LOG00117,SRV019,CL-2,2025-08-02 03:06:00,58.0,24.02,23.12,11.93,13.1,827.99,1.68,Station2,host-019,10.0.37.201,Linux,Frankfurt,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.79750985331518,True
Station2_LOG00118,SRV023,CL-1,2025-08-01 18:28:00,60.66,79.46,22.35,21.98,23.58,939.94,4.2,Station2,host-023,10.0.60.118,Windows,Singapore,Diana,diana@xyzcorp.com,+1-202-789-3073,99.555150719173,True
Station2_LOG00119,SRV027,CL-7,2025-08-02 23:19:00,81.99,48.2,59.35,25.39,19.37,931.32,4.96,Station2,host-027,10.0.70.125,Linux,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.47024394411928,False
Station2_LOG00120,SRV026,CL-2,2025-08-02 03:14:00,71.88,82.63,48.38,23.74,23.71,692.0,5.24,Station2,host-026,10.0.46.172,Linux,Frankfurt,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.24846537777523,False
Station2_LOG00121,SRV040,CL-6,2025-08-02 06:55:00,49.87,55.04,53.4,5.25,1.42,305.89,4.06,Station2,host-040,10.0.135.185,Windows,New York,Bob,bob@xyzcorp.com,+1-202-691-4215,98.69011130827553,True
Station2_LOG00122,SRV035,CL-6,2025-08-02 12:05:00,17.56,44.88,21.61,18.29,3.55,316.54,3.43,Station2,host-035,10.0.136.46,Windows,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,98.92802450229709,True
Station2_LOG00123,SRV028,CL-2,2025-08-02 07:59:00,11.99,70.8,15.13,12.35,24.55,707.75,0.21,Station2,host-028,10.0.151.99,Linux,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.9703373071925,True
Station2_LOG00124,SRV020,CL-9,2025-08-01 06:07:00,48.89,62.8,47.98,21.69,4.34,454.97,9.83,Station2,host-020,10.0.236.93,Windows,London,Bob,bob@xyzcorp.com,+1-202-691-4215,97.88511187607574,True
Station2_LOG00125,SRV074,CL-3,2025-08-02 12:18:00,62.1,22.45,21.76,13.62,8.27,936.28,3.78,Station2,host-074,10.0.246.17,Windows,New York,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.59789800651022,True
Station2_LOG00126,SRV032,CL-4,2025-08-01 03:07:00,85.56,58.0,30.12,5.85,14.87,678.65,2.94,Station2,host-032,10.0.47.156,Linux,New York,Diana,diana@xyzcorp.com,+1-202-789-3073,99.56865564342199,False
Station2_LOG00127,SRV014,CL-10,2025-08-01 17:26:00,44.51,82.75,53.42,19.09,1.38,516.52,3.24,Station2,host-014,10.0.7.78,Windows,Mumbai,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.37663537017085,False
Station2_LOG00128,SRV027,CL-7,2025-08-02 13:52:00,16.65,55.04,22.87,22.49,2.52,534.13,1.49,Station2,host-027,10.0.70.125,Linux,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,99.72181770658302,True
Station2_LOG00129,SRV066,CL-9,2025-08-01 06:26:00,50.16,89.64,72.59,13.55,24.15,850.52,4.71,Station2,host-066,10.0.248.134,Linux,Frankfurt,Bob,bob@xyzcorp.com,+1-202-691-4215,99.44927095635092,False
Station2_LOG00130,SRV086,CL-4,2025-08-02 10:53:00,16.74,24.01,32.12,12.26,11.39,848.71,8.8,Station2,host-086,10.0.41.192,Linux,New York,Hannah,hannah@xyzcorp.com,+1-202-151-5538,98.97377290060759,True
Station2_LOG00131,SRV016,CL-2,2025-08-01 20:32:00,20.95,36.47,41.96,13.13,14.2,706.1,2.81,Station2,host-016,10.0.2.195,Windows,Mumbai,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.60361682018875,True
Station2_LOG00132,SRV027,CL-7,2025-08-01 21:06:00,82.08,40.28,45.28,15.95,4.07,358.9,5.83,Station2,host-027,10.0.70.125,Linux,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,98.40155731637101,False
Station2_LOG00133,SRV008,CL-1,2025-08-01 20:15:00,67.01,39.94,52.08,2.55,14.09,508.14,7.69,Station2,host-008,10.0.121.33,Linux,New York,Bob,bob@xyzcorp.com,+1-202-691-4215,98.50919876703564,True
Station2_LOG00134,SRV074,CL-3,2025-08-01 20:30:00,52.61,67.97,10.12,14.59,13.1,309.47,2.44,Station2,host-074,10.0.246.17,Windows,New York,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.21772306113942,True
Station2_LOG00135,SRV012,CL-3,2025-08-01 01:27:00,88.72,77.21,75.71,15.91,24.97,617.27,7.47,Station2,host-012,10.0.183.117,Windows,Singapore,Fiona,fiona@xyzcorp.com,+1-202-230-1591,98.80430258987738,False
Station2_LOG00136,SRV082,CL-10,2025-08-02 17:34:00,43.41,30.16,35.68,22.37,13.1,599.46,5.44,Station2,host-082,10.0.237.227,Windows,New York,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.10067779798312,True
Station2_LOG00137,SRV014,CL-10,2025-08-01 17:38:00,58.18,21.87,24.77,18.13,17.0,502.4,0.35,Station2,host-014,10.0.7.78,Windows,Mumbai,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.93038289408254,True
Station2_LOG00138,SRV078,CL-1,2025-08-01 13:31:00,61.68,50.79,40.53,23.62,8.18,473.19,2.36,Station2,host-078,10.0.59.148,Linux,Singapore,George,george@xyzcorp.com,+1-202-749-4405,99.50373252023972,True
Station2_LOG00139,SRV054,CL-9,2025-08-02 02:33:00,28.54,65.93,73.93,23.51,13.1,745.59,7.09,Station2,host-054,10.0.204.57,Windows,Mumbai,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.05803263006855,True
Station2_LOG00140,SRV017,CL-6,2025-08-02 23:58:00,58.65,52.2,38.86,1.74,5.62,653.72,0.85,Station2,host-017,10.0.188.240,Windows,Mumbai,Ethan,ethan@xyzcorp.com,+1-202-853-1213,99.87014375849795,True
Station2_LOG00141,SRV016,CL-2,2025-08-02 13:58:00,64.24,30.02,35.9,21.3,24.57,124.77,3.78,Station2,host-016,10.0.2.195,Windows,Mumbai,Charlie,charlie@xyzcorp.com,+1-202-817-1167,97.05950991831973,True
Station2_LOG00142,SRV091,CL-2,2025-08-02 23:06:00,37.2,86.03,60.3,22.75,23.34,330.92,3.69,Station2,host-091,10.0.22.9,Windows,London,Hannah,hannah@xyzcorp.com,+1-202-151-5538,98.89722363348376,False
Station2_LOG00143,SRV073,CL-3,2025-08-01 02:06:00,35.63,34.85,70.57,6.33,20.48,901.74,0.65,Station2,host-073,10.0.191.2,Linux,New York,George,george@xyzcorp.com,+1-202-749-4405,99.92796905994082,True
Station2_LOG00144,SRV036,CL-9,2025-08-01 21:07:00,73.19,26.22,72.41,13.15,6.78,450.15,0.3,Station2,host-036,10.0.83.37,Windows,New York,Alice,alice@xyzcorp.com,+1-202-531-6896,99.93339993339994,True
Station2_LOG00145,SRV008,CL-1,2025-08-02 10:56:00,19.68,84.25,62.38,27.58,23.76,670.01,4.04,Station2,host-008,10.0.121.33,Linux,New York,Bob,bob@xyzcorp.com,+1-202-691-4215,99.4006379348713,False
Station2_LOG00146,SRV091,CL-2,2025-08-01 09:32:00,82.27,88.54,44.78,13.0,14.49,511.25,0.38,Station2,host-091,10.0.22.9,Windows,London,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.925727576569,False
Station2_LOG00147,SRV091,CL-2,2025-08-01 03:48:00,31.22,75.0,25.24,24.19,4.44,491.03,9.78,Station2,host-091,10.0.22.9,Windows,London,Hannah,hannah@xyzcorp.com,+1-202-151-5538,98.04716359497614,True
Station2_LOG00148,SRV043,CL-8,2025-08-01 21:06:00,24.0,24.29,11.36,17.29,23.81,101.45,8.29,Station2,host-043,10.0.177.175,Linux,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,92.44578093675962,True
Station2_LOG00149,SRV014,CL-10,2025-08-01 15:11:00,23.39,89.74,52.64,11.76,18.37,271.07,0.6,Station2,host-014,10.0.7.78,Windows,Mumbai,Fiona,fiona@xyzcorp.com,+1-202-230-1591,99.77914381418633,False
Station2_LOG00150,SRV077,CL-1,2025-08-02 03:33:00,71.1,51.1,42.41,24.63,15.6,847.67,5.53,Station2,host-077,10.0.30.24,Linux,New York,Diana,diana@xyzcorp.com,+1-202-789-3073,99.35185185185186,True
Station2_LOG00151,SRV063,CL-10,2025-08-02 03:51:00,29.43,55.04,46.18,5.19,0.89,874.51,2.22,Station2,host-063,10.0.167.228,Windows,New York,Alice,alice@xyzcorp.com,+1-202-531-6896,99.74678635383756,True
Station2_LOG00152,SRV067,CL-5,2025-08-02 22:13:00,14.52,47.28,33.25,12.14,22.84,739.6,8.88,Station2,host-067,10.0.93.42,Linux,Mumbai,Hannah,hannah@xyzcorp.com,+1-202-151-5538,98.8135955536554,True
Station2_LOG00153,SRV027,CL-7,2025-08-02 23:50:00,92.59,78.39,34.38,19.15,20.37,711.14,9.54,Station2,host-027,10.0.70.125,Linux,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,98.67625020813676,False
Station2_LOG00154,SRV010,CL-4,2025-08-01 01:57:00,66.57,55.04,71.23,8.82,14.46,419.8,7.37,Station2,host-010,10.0.44.34,Linux,London,Charlie,charlie@xyzcorp.com,+1-202-817-1167,98.27469157478286,True
Station2_LOG00155,SRV035,CL-6,2025-08-02 04:54:00,76.6,23.83,6.67,21.02,3.57,230.08,8.0,Station2,host-035,10.0.136.46,Windows,Singapore,Bob,bob@xyzcorp.com,+1-202-691-4215,96.63978494623656,True
Station2_LOG00156,SRV091,CL-2,2025-08-02 05:53:00,53.78,22.11,47.19,15.52,6.11,389.79,3.06,Station2,host-091,10.0.22.9,Windows,London,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.22107674684995,True
Station2_LOG00157,SRV071,CL-2,2025-08-02 13:52:00,63.33,24.17,23.15,4.48,7.33,289.22,7.07,Station2,host-071,10.0.214.19,Linux,Frankfurt,Hannah,hannah@xyzcorp.com,+1-202-151-5538,97.61382429376624,True
Station2_LOG00158,SRV074,CL-3,2025-08-01 17:04:00,26.53,67.67,35.16,19.18,13.9,816.42,5.18,Station2,host-074,10.0.246.17,Windows,New York,Hannah,hannah@xyzcorp.com,+1-202-151-5538,99.36952288218112,True
Station2_LOG00159,SRV026,CL-2,2025-08-01 20:48:00,88.38,74.36,61.52,24.95,6.86,900.26,0.93,Station2,host-026,10.0.46.172,Linux,Frankfurt,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.89680311588012,False
Station2_LOG00160,SRV016,CL-2,2025-08-02 23:21:00,43.45,86.34,59.25,23.54,2.89,725.95,4.42,Station2,host-016,10.0.2.195,Windows,Mumbai,Charlie,charlie@xyzcorp.com,+1-202-817-1167,99.39482727932418,False
Station2_LOG00161,SRV036,CL-9,2025-08-02 04:26:00,45.73,88.16,35.44,13.95,18.64,557.51,3.39,Station2,host-036,10.0.83.37,Windows,New York,Alice,alice@xyzcorp.com,+1-202-531-6896,99.39561419147799,False
